Judul,Author,Genre,Year,Rating
Akuntansi Desa,"David Wijaya, Se. M. M",Akuntansi,2018.0,5.0
Pengantar Akuntansi Jasa,Rahmat Hidayat Lubis,Akuntansi,2018.0,5.0
Teori Akuntansi,"Hery, Se",Akuntansi,2023.0,5.0
Akuntansi Syariah,Sri Dewi Anggadini,Akuntansi,2017.0,5.0
Akuntansi Keperilakuan,SIGIT HERMAWAN; SARWENDA BIDURI,Akuntansi,2019.0,5.0
Akuntansi Keperilakuan,"Sri Wahyuni, Jogiyanto Hartono",Akuntansi,2020.0,5.0
Akuntansi Keperilakuan,R.a.supriyono,Akuntansi,2018.0,4.0
Mahir Akuntansi Pajak Terapan Berbasisi Standar Akuntansi & Ketentuan Pajak Terbaru,Irsan Lubis,Akuntansi Pajak,2015.0,5.0
Akuntansi Perpajakan,Wirawan B Ilyas & Diaz Priantara,Akuntansi Pajak,2017.0,5.0
Akuntansi Pengantar 2 Berbasis Sak Etap 2009 Edisi 8,Slamet Sugiri Sodikin,Akuntansi,2018.0,5.0
Akuntansi Biaya Edisi 2,LILIK PIRMANINGSIH,Akuntansi Biaya,2016.0,5.0
Teori Akuntansi Keuangan,"RAHMAWATI, KRISMIAJI",Akuntansi,2021.0,5.0
Pengantar akuntansi 2,Novita Ikasari,Akuntansi,2015.0,5.0
Praktikum Pengantar Akuntansi Versi IFRS Edisi 2,Thomas Sumarsan,Akuntansi,2017.0,5.0
Akuntansi Entitas Manufaktur,"Dr. Martinus Robert Hutauruk, S.E., M.M., Ak., CA.",Akuntansi,2019.0,5.0
Pengantar Akuntansi Buku 2,"Milla Sepliana Setyowati, Novita Ikasari, Maria Eurelia Wayan danTafsir Nurchamid",Akuntansi,2023.0,5.0
Akuntansi Biaya Edisi 4,Bastian Bustami,Akuntansi Biaya,2013.0,5.0
Akuntansi Keuangan Daerah Edisi 3,"Dr. Dwi Ratmono, M.Si., Ak. CA., QIA.; Prof. Mahfud Sholihin, S.E., M.Acc., Ph.D., Ak., CA",Akuntansi KEUangan,2023.0,4.0
Akuntansi Itu Mudah Panduan Praktis Belajar Akuntansi Bagi P,"PAOJAN MAS UD SUTANTO, SE., M.AKT",Akuntansi,2021.0,4.0
Pengantar Akuntansi Berdasarkan SAK ETAP dan IFRS Edisi Revisi,"Syaiful Bahri, S.E., M.SA, Akt.",Akuntansi,2019.0,5.0
Pengantar Akuntansi: Mudah Membuat Jurnal dengan Pendekatan Siklus Transaksi Edisi IFRS,"LM. Samryn, SE., Ak., M.M.",Akuntansi,2012.0,4.9
Mahir Akuntansi: Perusahaan Dagang Edisi Revisi 2013,Temy Setiawan,Akuntansi,2013.0,5.0
AKUNTANSI PERSEROAN,Sri Wahyuni Latifah dan Dhaniel Syam,Akuntansi,2022.0,4.0
Pengantar Akuntansi,"Indra Mahardika Putra, S.E., Ak., M.Ak.",Akuntansi,2017.0,5.0
Akuntansi 1 Berdasarkan Prinsip Akuntansi Indonesia,Erhans,Akuntansi,2018.0,5.0
Pengantar Akuntansi 1,"Hery,se.,msi",Akuntansi,2012.0,5.0
Pengantar Akuntansi 2,Hery,Akuntansi,2014.0,5.0
Akuntansi Pemerintahan,Nuramalia & Achmad Fauzi,Akuntansi,2022.0,5.0
Akuntansi Perusahaan Manufaktur,Sigit Hermawan,Akuntansi,2013.0,5.0
Akuntansi Suatu Pengantar,Ken Sabardiman Soetjipto,Akuntansi,2016.0,5.0
Memahami Akuntansi Dasar Edisi 3: Pendekatan Teknis Siklus A,Drs. Hadri Mulya,Akuntansi,2013.0,5.0
Akuntansi Pajak Lanjutan,Djoko Muljono,Akuntansi Pajak,2010.0,5.0
Cara Mudah Belajar Akuntansi Edisi 2 Buku 1,Sukrisno Agoes,Akuntansi,2021.0,5.0
Akuntansi Keuangan Lanjutan Edisi IFRS,Golrida Karyawati,Akuntansi Lanjutan,2019.0,5.0
Akuntansi Biaya Edisi 4,Bastian Bustami,Akuntansi Biaya,2018.0,5.0
Pengantar Akuntansi 1 Edisi 2,"Agus Purwaji,murtanto,wibowo",Akuntansi,2016.0,5.0
Akuntansi Pajak Edisi 6,Waluyo,Akuntansi Pajak,2016.0,5.0
Sistem Akuntansi Edisi 4,Mulyadi,Sistem Informasi Akuntansi,2021.0,5.0
Akuntansi Biaya Edisi 2,"Agus Purwaji,wibowo ,sabarudin Muslim",Akuntansi Biaya,2016.0,5.0
Teori Akuntansi,Sofyan Syafri,Akuntansi,2017.0,4.8
Akuntansi Dasar 1 & 2,"Hery, S.e., M.si., Crp., Rsa.",Akuntansi,2013.0,5.0
Teori Akuntansi Perekayasaan Pelaporan Keuangan Edisi 3,Suwardjono,Akuntansi,2023.0,4.9
Akuntansi Intermediate Jilid 3 Edisi 12,Kieso . Donald E,Akuntansi Lanjutan,2020.0,5.0
Excel Akuntansi,Hendra Wijaya,Akuntansi,2015.0,5.0
Excel Akuntansi Dagang,Hendra Wijaya,Akuntansi,2016.0,5.0
Akuntansi Dasar 1 dan 2,"Herry, Se",Akuntansi,2019.0,5.0
Filsafat Ilmu Akuntansi,Iwan Triyuwono,Akuntansi,2016.0,4.8
Akuntansi Manajemen Edisi 2,Krismiaji,Akuntansi Manajemen,2017.0,5.0
Pengantar Akuntansi (E5),"FIRDAUS A. DUNIA,QURATUL AIN MUBARAKAH",Akuntansi,2019.0,5.0
Akuntansi Pengantar,"Dr. Peny Cahaya Azwari, M.M., M.B.A., Ak. Dkk",Akuntansi,2022.0,5.0
Teori Akuntansi,"Agus Ismaya Hasanudin, S.E., S.H., M.Si.",Akuntansi,2018.0,4.6
Pengantar Akuntansi Lanjutan,"Imanda Firmantyas Putri Pertiwi, dkk",Akuntansi,2020.0,5.0
Akuntansi Desa,Yuliansyah,Akuntansi,2015.0,5.0
Akuntansi Dasar: Siklus Akuntansi Perusahaan Jasa Dan Perusa,Thomas Sumarsan,Akuntansi,2022.0,4.5
Akuntansi Keuangan Dasar 2 Ed 2,MARDIASMO,Akuntansi KEUangan,2021.0,5.0
Akuntansi Sektor Publik,Mardiasmo,Akuntansi Sektor Publik,2023.0,5.0
Perpajakan Indonesia Ed 3,Diaz Priantara,Perpajakan,2023.0,4.5
Akuntansi Sektor Publik Edisi Terbaru,"Prof. Dr. Mardiasmo, Mba., Ak",Akuntansi Sektor Publik,2021.0,3.0
Tax Review&Strategi Perencanaan Pajak Edisi 2,Thomas Sumarsan,Strategi Pajak,2013.0,5.0
Sistem Informasi Akuntansi: Konsep&Penerapan,Tmbooks,Sistem Informasi Akuntansi,2021.0,5.0
