Judul,Author,Genre,Year,Rating
"Beberapa teori sastra, metode kritik, dan penerapannya",Rachmat Djoko Pradopo,Retorika & Kumpulan Karya Sastra,2021.0,3.58
Mataharu,Helvy Tiana Rosa,Retorika & Kumpulan Karya Sastra,2018.0,4.29
Tempo Doeloe - Antologi Sastra Pra-Indonesia,Pramoedya Ananta Toer,Retorika & Kumpulan Karya Sastra,2018.0,3.87
Membaca dan Menilai Sastra,A. Teeuw,Retorika & Kumpulan Karya Sastra,2018.0,3.75
Teori Kritik Sastra Arab Klasik dan Modern,Sukron Kamil,Retorika & Kumpulan Karya Sastra,2018.0,4.02
Introduction to Tantra Sastra,"Arthur Avalon, John Woodroffe",Retorika & Kumpulan Karya Sastra,2017.0,3.8
Strukturalisme Levi-Strauss: Mitos Dan Karya Sastra,Heddy Shri Ahimsa-Putra,Retorika & Kumpulan Karya Sastra,2018.0,4.24
"Seks, Sastra, Kita",Goenawan Mohamad,Retorika & Kumpulan Karya Sastra,2019.0,3.54
"Kajian Budaya Feminis: Tubuh, Sastra, dan Budaya Pop",Aquarini Priyatna Prabasmoro,Retorika & Kumpulan Karya Sastra,2017.0,3.89
Sosiologi Sastra,"Faruk H.T., Rh. Widada",Retorika & Kumpulan Karya Sastra,2012.0,3.56
Sosiologi Sastra Pengantar Ringkas,Sapardi Djoko Damono,Retorika & Kumpulan Karya Sastra,2017.0,3.85
Filsafat Sosial Serat Sastra Gending,Damardjati Supadjar,Retorika & Kumpulan Karya Sastra,2017.0,3.76
The Garland of Letters: Studies in the Mantra-Sastra,"John Woodroffe, Arthur Avalon",Retorika & Kumpulan Karya Sastra,2019.0,4.36
Hatya Sastra,Abhigyan Ganguly,Retorika & Kumpulan Karya Sastra,2022.0,4.41
Membaca Sastra: Pengantar Memahami Sastra Untuk Perguruan Tinggi,"Melani Budianta, Ida Sundari Husein, Manneke Budiman",Retorika & Kumpulan Karya Sastra,2017.0,3.86
La Galigo: Menelusuri Jejak Warisan Sastra Dunia,Nurhayati Rahman,Retorika & Kumpulan Karya Sastra,2017.0,4.32
Sastra Yang Membebaskan,Emha Ainun Nadjib,Retorika & Kumpulan Karya Sastra,2017.0,3.96
Kritik sastra Indonesia modern,Rachmat Djoko Pradopo,Retorika & Kumpulan Karya Sastra,2017.0,3.82
Sastra dan Cultural Studies; Representasi Fiksi dan Fakta,Nyoman Kutha Ratna,Retorika & Kumpulan Karya Sastra,2017.0,3.96
Pledoi Sastra: Kontroversi Cerpen Langit Makin Mendung Kipanjikusmin,Muhidin M. Dahlan,Retorika & Kumpulan Karya Sastra,2017.0,3.95
Wacana Hedonisme Dalam Sastra Populer Indonesia,Cahyaningrum Dewojati,Retorika & Kumpulan Karya Sastra,2010.0,3.54
Sastra Indonesia dalam Enam Pertanyaan: Esai-esai Sastra dan Budaya,Ignas Kleden,Retorika & Kumpulan Karya Sastra,2017.0,3.97
Perkembangan Teater Modern Dan Sastra Drama Indonesia,Yakob Sumarjo,Retorika & Kumpulan Karya Sastra,2017.0,3.75
Sebab Sastra yang Merenggutku dari Pasrah,Helvy Tiana Rosa,Retorika & Kumpulan Karya Sastra,2020.0,4.72
"Hermeneutika, Estetika, dan Religiusitas: Esai-Esai Sastra Sufistik dan Seni Rupa",Abdul Hadi W.M.,Retorika & Kumpulan Karya Sastra,2016.0,4.19
Pedoman Penelitian Sastra Anak,Riris K. Toha Sarumpaet,Retorika & Kumpulan Karya Sastra,2010.0,3.86
Pengantar Kajian Sastra,Wiyatmi,Retorika & Kumpulan Karya Sastra,2020.0,4.23
Budaya Sastra,Aquarini Priyatna Prabasmoro,Retorika & Kumpulan Karya Sastra,2020.0,4.23
Maklumat Sastra Profetik,Kuntowijoyo,Retorika & Kumpulan Karya Sastra,2019.0,3.89
Kritik Sastra Feminis - Sebuah Pengantar,Soenarjati Djajanegara,Retorika & Kumpulan Karya Sastra,2020.0,3.9
Citra Manusia Indonesia dalam Karya Sastra Pramoedya Ananta Toer,A. Teeuw,Retorika & Kumpulan Karya Sastra,2020.0,4.19
Politik Sastra,Saut Situmorang,Retorika & Kumpulan Karya Sastra,2020.0,4.23
Sastra dan Politik: Membaca Karya-karya Seno Gumira Ajidarma," Andy Fuller, Anton Kurnia",Retorika & Kumpulan Karya Sastra,2011.0,3.82
STUDI DAN PENGKAJIAN SASTRA : PERKENALAN AWAL TERHADAP ILMU SASTRA,Alfian Rokhmansyah,Retorika & Kumpulan Karya Sastra,2014.0,4.64
Pengantar Teori Sastra,Budi Darma,Retorika & Kumpulan Karya Sastra,2020.0,3.47
Leksikon Sastra Jakarta: Sastrawan Jakarta dan Sekitarnya,"Ahmadun Yosi Herfanda, Jamal D. Rahman, Maman S. Mahayana",Retorika & Kumpulan Karya Sastra,2020.0,4.7
Postkolonialisme Indonesia: Relevansi Sastra,Nyoman Kutha Ratna,Retorika & Kumpulan Karya Sastra,2020.0,4.46
Sastra Indonesia Modern: Kritik Postkolonial,Keith Foulcher,Retorika & Kumpulan Karya Sastra,2020.0,4.24
Sastra Kota: Bunga Rampai Esai Temu Sastra Jakarta 2003,Ahmadun Yosi Herfanda,Retorika & Kumpulan Karya Sastra,2018.0,3.98
"Stilistika Kajian Puitika Bahasa, Sastra, dan Budaya",Nyoman Kutha Ratna,Retorika & Kumpulan Karya Sastra,2018.0,4.5
Politik Ideologi dan Sastra Hibrida,Sapardi Djoko Damono,Retorika & Kumpulan Karya Sastra,2018.0,3.75
Sastra Indonesia Awal: Kontribusi Orang Tionghoa,Claudine Salmon,Retorika & Kumpulan Karya Sastra,2010.0,4.12
Angkatan 2000 Dalam Sastra Indonesia,Korrie Layun Rampan,Retorika & Kumpulan Karya Sastra,2018.0,4.03
Ceritera Dipati Ukur: Karya Sastra Sejarah Sunda,Edi S. Ekadjati,Retorika & Kumpulan Karya Sastra,2018.0,4.57
Prinsip-Prinsip Kritik Sastra,Rachmat Djoko Pradopo,Retorika & Kumpulan Karya Sastra,2021.0,3.76
Pengantar Sastra Rakyat Minangkabau,Edwar Jamaris,Retorika & Kumpulan Karya Sastra,2018.0,4.15
"Bibliografi Sastra Indonesia: Cerpen, Drama, Novel, Puisi, Antologi, Umum",Pamusuk Eneste,Retorika & Kumpulan Karya Sastra,2018.0,4.0
"Genealogi Sastra Indonesia: Kapitalisme, Islam, dan Sastra Perlawanan",Okky Madasari,Retorika & Kumpulan Karya Sastra,2019.0,4.14
Serat Centini: Warisan Sastra Dunia,Munarsih,Retorika & Kumpulan Karya Sastra,2016.0,3.73
Sumber Terpilih Sejarah Sastra Indonesia Abad XX,Ulrich E. Kratz,Retorika & Kumpulan Karya Sastra,2016.0,4.39
Cipta Kreatif Karya Sastra,"ENUNG NURHAYATI,M.A.,PH.D",Retorika & Kumpulan Karya Sastra,2019.0,5.0
Pengantar Sosiologi Sastra (Teori Kritik Terhadap Karya Sastra),"NURHOLIS,M.HIM",Retorika & Kumpulan Karya Sastra,2019.0,3.0
"Psikologi Sastra:  Karya, Metode, Teori dan Contoh Kasus","Prof. Dr. Albertine Minderop, Ma",Retorika & Kumpulan Karya Sastra,2010.0,4.2
Rashomon,Ryunosuke Akutagawa,Retorika & Kumpulan Karya Sastra,2011.0,5.0
English Classics: The Wonderful Wizard of Oz,L. Frank Baum,Retorika & Kumpulan Karya Sastra,2017.0,4.5
Kahlil Gibran: Sang Musafir,Kahlil Gibran,Retorika & Kumpulan Karya Sastra,2016.0,5.0
